Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
Toyota,Harrier,2006,Black,"KSh 1,050,000",Kenyan Used,Automatic,
Toyota,Harrier,2016,White,"KSh 3,950,000",Foreign Used,Automatic,115000
Toyota,Passo,2011,Blue,"KSh 520,000",Kenyan Used,Automatic,
Toyota,Auris,2016,Orange,"KSh 1,850,000",Foreign Used,Automatic,42342
Toyota,Land,2012,Pearl,"KSh 2,700,000",Kenyan Used,Automatic,132490
Toyota,Vitz,2010,Silver,"KSh 640,000",Kenyan Used,Automatic,135000
Toyota,Land,2006,White,"KSh 2,150,000",Kenyan Used,Automatic,
Subaru,Outback,2016,Black,"KSh 3,500,000",Foreign Used,Automatic,66000
Nissan,X-Trail,2010,Gray,"KSh 1,000,000",Kenyan Used,Automatic,169013
Mazda,CX-5,2017,Black,"KSh 3,500,000",Foreign Used,Automatic,164000
Honda,Vezel,2016,White,"KSh 2,550,000",Foreign Used,Automatic,122000
Toyota,Passo,2011,Blue,"KSh 490,000",Kenyan Used,Automatic,116301
Toyota,Voxy,2003,Silver,"KSh 450,000",Kenyan Used,Automatic,
Mercedes-Benz,E250,2016,Pearl,"KSh 4,350,000",Foreign Used,Automatic,
Mercedes-Benz,C200,2012,Black,"KSh 1,870,000",Kenyan Used,Automatic,89000
Volkswagen,Golf,2016,Blue,"KSh 1,790,000",Foreign Used,Automatic,
BMW,X1,2016,White,"KSh 3,050,000",Foreign Used,Automatic,
Toyota,Avensis,2016,Black,"KSh 2,150,000",Foreign Used,Automatic,
Toyota,Land,2007,White,"KSh 2,150,000",Kenyan Used,Automatic,127000
Subaru,Outback,2011,Red,"KSh 1,550,000",Kenyan Used,Automatic,180000
Toyota,Corolla,2015,Pearl,"KSh 1,450,000",Kenyan Used,CVT,149499
Toyota,Passo,2017,Burgundy,"KSh 950,000",Foreign Used,Automatic,17000
Toyota,Hilux,2017,Silver,"KSh 5,390,000",Foreign Used,Manual,81000
Nissan,Note,2017,Gray,"KSh 1,200,000",Foreign Used,Automatic,76985
Nissan,Juke,2013,Red,"KSh 1,320,000",Kenyan Used,Automatic,
Toyota,Land,2007,Pearl,"KSh 2,450,000",Kenyan Used,Automatic,
Toyota,Crown,2014,Black,"KSh 1,930,000",Kenyan Used,Automatic,
Nissan,Note,2015,Silver,"KSh 990,000",Kenyan Used,Automatic,63000
Mazda,Atenza,2015,Black,"KSh 1,850,000",Kenyan Used,Automatic,170000
Toyota,Hilux,2016,White,"KSh 2,700,000",Foreign Used,Manual,59635
Honda,Stream,2008,Black,"KSh 780,000",Kenyan Used,Automatic,155000
Subaru,Impreza,2001,White,"KSh 340,000",Kenyan Used,Automatic,206503
Toyota,Corolla,2000,Black,"KSh 380,000",Foreign Used,Automatic,163524
Nissan,Dayz,2016,Silver,"KSh 880,000",Foreign Used,Automatic,
Peugeot,208,2016,Blue,"KSh 1,399,999",Foreign Used,Automatic,
Nissan,Sunny,1994,White,"KSh 290,000",Kenyan Used,Manual,199000
Toyota,RAV4,2010,Red,"KSh 1,620,000",Kenyan Used,Automatic,122000
Toyota,Belta,2010,Silver,"KSh 650,000",Kenyan Used,Automatic,
Toyota,Land,2011,Black,"KSh 3,199,999",Kenyan Used,Automatic,
Subaru,Impreza,2011,Black,"KSh 925,000",Kenyan Used,Automatic,122321
Subaru,Forester,2016,White,"KSh 3,000,000",Foreign Used,Automatic,48000
Nissan,Juke,2013,Gray,"KSh 1,100,000",Kenyan Used,Automatic,
Suzuki,Swift,2012,Gray,"KSh 670,000",Kenyan Used,Automatic,
Toyota,Harrier,2011,Black,"KSh 1,780,000",Kenyan Used,Automatic,
Subaru,Outback,2015,Black,"KSh 2,850,000",Foreign Used,Automatic,
Toyota,Axio,2014,White,"KSh 950,000",Kenyan Used,Automatic,
Nissan,X-Trail,2004,Gray,"KSh 565,000",Kenyan Used,Automatic,
Volkswagen,Tiguan,2014,Black,"KSh 2,100,000",Kenyan Used,Automatic,
Honda,CR-V,2007,Black,"KSh 1,180,000",Kenyan Used,Automatic,140000
Audi,A4,2007,Blue,"KSh 990,000",Kenyan Used,Automatic,140000
Mercedes-Benz,C200,2015,Silver,"KSh 3,830,000",Foreign Used,Automatic,
Suzuki,Vitara,2019,Silver,"KSh 2,750,000",Kenyan Used,Automatic,49000
Toyota,Premio,2008,Silver,"KSh 950,000",Kenyan Used,Automatic,135000
Honda,Fit,2010,Silver,"KSh 649,000",Kenyan Used,Automatic,
Toyota,Starlet,1995,Black,"KSh 260,000",Kenyan Used,Automatic,
Mazda,CX-5,2014,White,"KSh 2,240,000",Kenyan Used,Automatic,
Nissan,Elgrand,2016,White,"KSh 2,700,000",Foreign Used,Automatic,134680
Toyota,Corolla,2010,Silver,"KSh 990,000",Kenyan Used,Automatic,
Toyota,Crown,2008,Silver,"KSh 1,080,000",Kenyan Used,Automatic,
Nissan,X-Trail,2015,Gray,"KSh 2,400,000",Kenyan Used,Automatic,
Mazda,Verisa,2008,Gray,"KSh 540,000",Kenyan Used,Automatic,120000
Nissan,Advan,2010,White,"KSh 475,000",Foreign Used,Automatic,163524
Volkswagen,Golf,2014,Blue,"KSh 1,430,000",Kenyan Used,Automatic,
Nissan,Note,2013,Black,"KSh 800,000",Kenyan Used,Automatic,
Toyota,Allion,2005,Silver,"KSh 500,000",Kenyan Used,Automatic,216349
Toyota,Premio,2007,Silver,"KSh 840,000",Foreign Used,Automatic,163524
Nissan,Navara,2007,Blue,"KSh 670,000",Kenyan Used,Automatic,297000
Mazda,Demio,2016,Red,"KSh 1,260,000",Foreign Used,Automatic,
Peugeot,307,2008,Blue,"KSh 595,000",Kenyan Used,Automatic,151000
Toyota,Passo,2009,Red,"KSh 380,000",Foreign Used,Automatic,145241
Nissan,Wingroad,2001,White,"KSh 280,000",Kenyan Used,Automatic,
Toyota,Passo,2010,Red,"KSh 390,000",Kenyan Used,Automatic,
Toyota,Vitz,2009,Gray,"KSh 800,000",Kenyan Used,Manual,
Toyota,RAV4,2000,Red,"KSh 380,000",Kenyan Used,Manual,260933
Toyota,Harrier,2010,Silver,"KSh 1,650,000",Kenyan Used,Automatic,158000
Mazda,Demio,2016,Red,"KSh 1,250,000",Foreign Used,Manual,77000
Toyota,Sienta,2016,Silver,"KSh 1,400,000",Foreign Used,Automatic,67000
Nissan,Latio,2016,White,"KSh 1,180,000",Foreign Used,Automatic,91000
Toyota,Probox,2016,White,"KSh 1,150,000",Foreign Used,Automatic,57000
Volkswagen,Golf,2016,White,"KSh 1,900,000",Foreign Used,Automatic,69000
BMW,116i,2014,Red,"KSh 1,050,000",Kenyan Used,Automatic,110000
Toyota,Hilux,2016,Black,"KSh 6,200,000",Foreign Used,Automatic,54000
Toyota,Axio,2016,White,"KSh 1,400,000",Foreign Used,Automatic,
Toyota,Auris,2016,Red,"KSh 1,800,000",Foreign Used,Automatic,
Toyota,Vitz,,Black,"KSh 1,200,000",Foreign Used,Automatic,
Toyota,Allion,2011,Silver,"KSh 1,100,000",Kenyan Used,Automatic,136842
Toyota,Passo,2016,Blue,"KSh 930,000",Foreign Used,Automatic,
Mazda,Demio,2013,,"KSh 660,000",Kenyan Used,Automatic,
Nissan,Dayz,2016,Black,"KSh 800,000",Foreign Used,Automatic,130000
Nissan,Cube,2015,Red,"KSh 1,050,000",Foreign Used,Automatic,89357
Nissan,Note,2016,,"KSh 1,050,000",Foreign Used,Automatic,63980
Nissan,X-Trail,2007,Black,"KSh 610,000",Kenyan Used,Automatic,189663
Toyota,Passo,2015,Black,"KSh 800,000",Kenyan Used,Automatic,109503
Toyota,Pixis,2016,Red,"KSh 785,000",Foreign Used,Automatic,66000
Nissan,Teana,2010,Blue,"KSh 670,000",Kenyan Used,Automatic,170934
Mitsubishi,Outlander,2016,Pearl,"KSh 3,100,000",Foreign Used,Automatic,92679
Toyota,Corolla,2007,Blue,"KSh 680,000",Kenyan Used,Automatic,
Daihatsu,Mira,2016,Silver,"KSh 849,999",Foreign Used,Automatic,
Nissan,Note,2015,Blue,"KSh 999,999",Foreign Used,Automatic,
Mitsubishi,Pajero,1991,Gold,"KSh 785,000",Kenyan Used,Manual,141000
Toyota,Corolla,2007,Black,"KSh 660,000",Kenyan Used,Automatic,189650
Isuzu,D-MAX,2012,White,"KSh 1,800,000",Kenyan Used,Automatic,
Subaru,Forester,2006,Gray,"KSh 820,000",Kenyan Used,Automatic,156232
Porsche,Cayenne,2014,Black,"KSh 5,700,000",Foreign Used,Automatic,
Nissan,Advan,2009,Silver,"KSh 450,000",Kenyan Used,Automatic,250000
Toyota,Succeed,2009,White,"KSh 575,000",Kenyan Used,Automatic,
Ford,Ranger,2016,Silver,"KSh 1,000,000",Kenyan Used,Manual,
Mercedes-Benz,B-Class,2014,Silver,"KSh 1,400,000",Kenyan Used,Automatic,
Toyota,Mark,2005,Silver,"KSh 575,000",Kenyan Used,Automatic,
Toyota,Corolla,2010,White,"KSh 580,000",Kenyan Used,Automatic,200000
Ford,Ranger,2008,Black,"KSh 1,230,000",Kenyan Used,Manual,
Suzuki,Wagon,2014,Purple,"KSh 580,000",Kenyan Used,Automatic,
Toyota,Land,2016,Black,"KSh 7,000,000",Foreign Used,Automatic,50000
Mazda,Bongo,2013,White,"KSh 750,000",Kenyan Used,Automatic,189000
Subaru,Impreza,2016,Black,"KSh 1,850,000",Foreign Used,Automatic,92000
Toyota,Hilux,2011,Black,"KSh 2,500,000",Kenyan Used,Automatic,
Mazda,Axela,2016,Silver,"KSh 1,750,000",Foreign Used,Manual,76000
Toyota,Sienta,2016,White,"KSh 1,600,000",Foreign Used,Automatic,
Toyota,Vanguard,2011,Silver,"KSh 1,690,000",Kenyan Used,Automatic,
Mazda,CX-5,2015,White,"KSh 2,250,000",Foreign Used,Automatic,
Subaru,Outback,2016,Gray,"KSh 3,000,000",Foreign Used,Automatic,79000
Mercedes-Benz,C200,2011,White,"KSh 1,900,000",Kenyan Used,Automatic,96000
Mercedes-Benz,C200,2015,Silver,"KSh 3,850,000",Foreign Used,Automatic,
Toyota,Belta,2008,Blue,"KSh 680,000",Kenyan Used,Automatic,
Land,Rover,2010,Black,"KSh 4,195,000",Kenyan Used,Manual,130000
Nissan,Skyline,2016,Gray,"KSh 2,500,000",Foreign Used,Automatic,89632
Mazda,CX-7,2010,Purple,"KSh 1,700,000",Kenyan Used,Automatic,
Volkswagen,Golf,2014,Blue,"KSh 1,450,000",Kenyan Used,Automatic,
Mazda,Demio,2016,Red,"KSh 1,280,000",Foreign Used,Automatic,
Toyota,Premio,2014,Pearl,"KSh 1,600,000",Foreign Used,Automatic,
Lexus,LX,,Black,"KSh 15,550,000",Kenyan Used,Automatic,
Toyota,Harrier,2015,Pearl,"KSh 3,100,000",Kenyan Used,Automatic,99000
Suzuki,Every,2014,White,"KSh 480,000",Kenyan Used,Automatic,
Ford,Ranger,2016,Orange,"KSh 5,200,000",Foreign Used,Automatic,66224
Mitsubishi,Pajero,1991,Gold,"KSh 620,000",Kenyan Used,Manual,
Mazda,CX-5,2017,Black,"KSh 3,800,000",Foreign Used,Automatic,
Toyota,Harrier,2007,White,"KSh 1,599,999",Kenyan Used,Automatic,
Nissan,Note,2007,Silver,"KSh 460,000",Kenyan Used,Automatic,205340
Toyota,Harrier,2016,Black,"KSh 3,690,000",Foreign Used,Automatic,112000
Mazda,CX-5,2014,Black,"KSh 1,950,000",Kenyan Used,Automatic,96000
Toyota,Land,2012,Pearl,"KSh 3,950,000",Kenyan Used,Automatic,112000
Mitsubishi,Lancer,2016,White,"KSh 900,000",Foreign Used,Automatic,103000
Toyota,Hilux,2009,Black,"KSh 1,800,000",Kenyan Used,Manual,
Toyota,Auris,2016,Pearl,"KSh 1,850,000",Foreign Used,Automatic,58000
Nissan,X-Trail,2005,Black,"KSh 780,000",Kenyan Used,Automatic,155000
Toyota,Ractis,2009,Silver,"KSh 580,000",Kenyan Used,Automatic,
Toyota,Premio,2015,White,"KSh 1,540,000",Kenyan Used,Automatic,62000
Toyota,Land,2005,White,"KSh 1,700,000",Kenyan Used,Manual,320000
Nissan,Juke,2015,Brown,"KSh 1,470,000",Kenyan Used,Automatic,14000
Isuzu,D-MAX,2017,White,"KSh 2,000,000",Kenyan Used,Manual,
Toyota,Ractis,2008,White,"KSh 580,000",Foreign Used,Automatic,196853
Toyota,Crown,2017,Silver,"KSh 5,000,000",Foreign Used,Automatic,43187
Subaru,Outback,2008,White,"KSh 1,250,000",Kenyan Used,Automatic,
Land,Rover,2004,Black,"KSh 2,400,000",Kenyan Used,Manual,
Toyota,Axio,2011,White,"KSh 850,000",Kenyan Used,Automatic,114905
Daihatsu,Move,2014,White,"KSh 650,000",Kenyan Used,Automatic,
Subaru,Impreza,2008,Gray,"KSh 800,000",Kenyan Used,Automatic,
Toyota,Harrier,2015,White,"KSh 3,300,000",Kenyan Used,Automatic,99500
Toyota,Axio,2017,Blue,"KSh 1,600,000",Foreign Used,Automatic,47000
Mazda,CX-5,2015,Black,"KSh 2,200,000",Foreign Used,Automatic,96000
Toyota,RAV4,2010,White,"KSh 1,690,000",Kenyan Used,Automatic,
Mitsubishi,RVR,2016,Silver,"KSh 2,650,000",Foreign Used,Automatic,97000
Toyota,Corolla,2016,White,"KSh 1,800,000",Foreign Used,Automatic,
Mercedes-Benz,GLE43,2016,White,"KSh 9,100,000",Foreign Used,Automatic,60000
Toyota,Corolla,2016,Orange,"KSh 1,650,000",Foreign Used,Automatic,83000
Toyota,Land,2016,Green,"KSh 6,245,000",Foreign Used,Automatic,78000
Honda,CR-V,2012,Gray,"KSh 1,780,000",Kenyan Used,Automatic,
Toyota,TownAce,1999,Orange,"KSh 350,000",Kenyan Used,Manual,450000
Mazda,Demio,2012,Red,"KSh 650,000",Kenyan Used,Automatic,114000
Mazda,CX-3,2016,Red,"KSh 2,000,000",Foreign Used,Automatic,63000
Toyota,Noah,2016,Black,"KSh 2,580,000",Foreign Used,Automatic,82000
Toyota,Pixis,2016,Black,"KSh 850,000",Foreign Used,Automatic,47000
Volkswagen,Passat,2016,Brown,"KSh 1,980,000",Foreign Used,Automatic,81000
Subaru,Impreza,2016,Silver,"KSh 1,850,000",Foreign Used,Automatic,67000
Volkswagen,Golf,2009,Red,"KSh 840,000",Kenyan Used,Automatic,94701
Toyota,Mark,2016,Silver,"KSh 2,500,000",Foreign Used,Automatic,96000
Toyota,Vitz,2014,Blue,"KSh 930,000",Kenyan Used,Automatic,125803
Toyota,Premio,2005,Beige,"KSh 720,000",Kenyan Used,Automatic,
Nissan,Note,2013,Silver,"KSh 799,999",Kenyan Used,Automatic,
Nissan,Note,2016,White,"KSh 1,150,000",Kenyan Used,Automatic,
Mercedes-Benz,GLC-Class,2016,Black,"KSh 5,650,000",Foreign Used,Automatic,
Toyota,Corolla,1999,Black,"KSh 485,000",Kenyan Used,Automatic,148000
Toyota,Corolla,2015,White,"KSh 1,350,000",Foreign Used,Automatic,85000
Toyota,Corolla,2004,Silver,"KSh 550,000",Kenyan Used,Manual,133208
Toyota,Corolla,2000,Silver,"KSh 390,000",Kenyan Used,Automatic,220000
Suzuki,Escudo,2003,White,"KSh 580,000",Kenyan Used,Automatic,
Toyota,Corolla,2008,Silver,"KSh 845,000",Kenyan Used,Automatic,
Honda,CR-V,2010,Brown,"KSh 1,480,000",Kenyan Used,Automatic,150000
Toyota,Vanguard,2012,Blue,"KSh 2,080,000",Kenyan Used,Automatic,108000
Toyota,Auris,2016,Purple,"KSh 1,800,000",Foreign Used,Automatic,
Honda,Stream,2008,Silver,"KSh 750,000",Kenyan Used,Automatic,
Toyota,Corolla,,white,"KSh 1,295,000",Kenyan Used,Automatic,138311
Toyota,Harrier,2007,White,"KSh 1,580,000",Kenyan Used,Automatic,130000
Nissan,Note,2016,Black,"KSh 1,080,000",Foreign Used,Automatic,78000
Toyota,Vitz,2016,Red,"KSh 1,250,000",Foreign Used,Automatic,57000
Toyota,Mark,2002,Silver,"KSh 530,000",Kenyan Used,Automatic,133000
Subaru,Legacy,2012,Blue,"KSh 1,400,000",Kenyan Used,Automatic,
Mazda,CX-5,2015,White,"KSh 2,490,000",Foreign Used,Automatic,
Subaru,Outback,2016,Blue,"KSh 3,080,000",Foreign Used,Automatic,
Audi,A1,2016,White,"KSh 1,630,000",Foreign Used,Automatic,
Nissan,X-Trail,2014,Black,"KSh 1,999,999",Kenyan Used,Automatic,
Mazda,Demio,2013,Pearl,"KSh 663,000",Foreign Used,CVT,122555
Peugeot,5008,2016,Brown,"KSh 1,800,000",Foreign Used,Automatic,66468
Mercedes-Benz,C200,2016,Teal,"KSh 3,600,000",Foreign Used,Automatic,27000
Toyota,Land,2015,Black,"KSh 8,500,000",Foreign Used,Automatic,89653
Toyota,Voxy,2014,Silver,"KSh 1,799,999",Kenyan Used,Automatic,112000
Toyota,Mark,2006,Silver,"KSh 695,000",Kenyan Used,Automatic,146000
Toyota,Harrier,2016,White,"KSh 3,790,000",Foreign Used,Automatic,48000
Toyota,IST,2010,Burgundy,"KSh 830,000",Kenyan Used,Automatic,112000
Toyota,Vanguard,2012,White,"KSh 1,780,000",Kenyan Used,Automatic,
Toyota,Passo,2015,Black,"KSh 800,000",Kenyan Used,Automatic,130000
Honda,Fit,2016,Silver,"KSh 1,550,000",Foreign Used,Automatic,71000
Toyota,Ractis,2016,Blue,"KSh 1,450,000",Foreign Used,Automatic,81000
Mazda,CX-5,2015,White,"KSh 2,200,000",Foreign Used,Automatic,176000
Suzuki,Escudo,2003,White,"KSh 580,000",Kenyan Used,Automatic,
Toyota,Probox,2013,Silver,"KSh 750,000",Kenyan Used,Automatic,
Toyota,Premio,2008,Silver,"KSh 680,000",Kenyan Used,Automatic,
Toyota,ISIS,2013,Silver,"KSh 1,100,000",Kenyan Used,Automatic,
Nissan,Note,2010,Red,"KSh 560,000",Kenyan Used,Automatic,
Subaru,Impreza,2008,Silver,"KSh 765,000",Kenyan Used,CVT,153267
Subaru,Legacy,1998,Black,"KSh 450,000",Kenyan Used,Automatic,
Toyota,Corolla,1999,Blue,"KSh 270,000",Kenyan Used,Manual,
Toyota,Noah,2012,Black,"KSh 1,500,000",Kenyan Used,Automatic,104000
Nissan,Advan,2011,White,"KSh 450,000",Kenyan Used,Automatic,
Honda,Fit,2012,White,"KSh 595,000",Kenyan Used,Automatic,137000
Toyota,RAV4,2008,Silver,"KSh 1,450,000",Kenyan Used,Automatic,131000
Subaru,Forester,2010,Silver,"KSh 1,390,000",Kenyan Used,Automatic,129000
Nissan,Sylphy,2013,White,"KSh 1,190,000",Kenyan Used,Automatic,121000
Toyota,Probox,2006,White,"KSh 380,000",Foreign Used,Automatic,154215
Nissan,Sylphy,2007,White,"KSh 555,000",Kenyan Used,Automatic,156000
Honda,CR-V,2014,Blue,"KSh 2,550,000",Kenyan Used,Automatic,
Mazda,Demio,2013,White,"KSh 665,000",Kenyan Used,Automatic,
Mazda,Demio,2013,White,"KSh 665,000",Kenyan Used,Automatic,199000
Toyota,Alphard,2007,White,"KSh 900,000",Kenyan Used,Automatic,
Nissan,NV200,2014,White,"KSh 1,100,000",Foreign Used,Automatic,112000
Toyota,Voxy,2005,Black,"KSh 570,000",Kenyan Used,Automatic,
Toyota,Corolla,2006,White,"KSh 595,000",Kenyan Used,Automatic,164000
Isuzu,Tougher,1997,White,"KSh 600,000",Kenyan Used,Manual,
Toyota,Vitz,2010,Silver,"KSh 580,000",Kenyan Used,Automatic,140000
Nissan,Note,2013,Blue,"KSh 695,000",Foreign Used,Automatic,
Subaru,Impreza,2008,Silver,"KSh 650,000",Kenyan Used,Automatic,102886
BMW,X6,2008,Silver,"KSh 2,250,000",Kenyan Used,Automatic,
Toyota,TownAce,2006,White,"KSh 630,000",Kenyan Used,CVT,126777
Mitsubishi,Pajero,2011,Black,"KSh 2,550,000",Kenyan Used,Automatic,148000
Nissan,Elgrand,2013,Silver,"KSh 1,150,000",Kenyan Used,Automatic,179093
Mercedes-Benz,C200,2012,Silver,"KSh 2,099,999",Kenyan Used,Automatic,35000
Mitsubishi,Outlander,2016,White,"KSh 3,295,000",Foreign Used,Automatic,60000
Nissan,Vanette,2014,White,"KSh 880,000",Kenyan Used,Automatic,140000
Volkswagen,Passat,2013,Silver,"KSh 1,480,000",Kenyan Used,Automatic,138000
Toyota,Auris,2016,Black,"KSh 1,680,000",Foreign Used,Automatic,65042
Toyota,Passo,2016,White,"KSh 1,050,000",Foreign Used,Automatic,50000
Mitsubishi,Outlander,2017,Silver,"KSh 3,100,000",Foreign Used,Automatic,79434
Nissan,Sylphy,2014,White,"KSh 1,190,000",Kenyan Used,Automatic,97000
Mercedes-Benz,M,2006,Silver,"KSh 1,950,000",Kenyan Used,Automatic,
Nissan,Juke,2017,White,"KSh 2,250,000",Foreign Used,Automatic,83139
Toyota,Premio,2001,Black,"KSh 640,000",Kenyan Used,Manual,
Nissan,Sunny,2003,Silver,"KSh 370,000",Kenyan Used,Automatic,181390
Mitsubishi,Outlander,2017,White,"KSh 3,100,000",Foreign Used,Automatic,76112
Toyota,Land,2016,Black,"KSh 11,800,000",Foreign Used,Automatic,62479
Toyota,Sienta,2008,Silver,"KSh 620,000",Kenyan Used,Automatic,
Nissan,Tiida,2016,White,"KSh 1,270,000",Foreign Used,Automatic,
Toyota,RAV4,2008,Gray,"KSh 1,450,000",Kenyan Used,Automatic,122000
Toyota,Harrier,2016,Black,"KSh 3,700,000",Foreign Used,Automatic,64437
Subaru,Impreza,2016,Silver,"KSh 2,800,000",Foreign Used,Automatic,
Mercedes-Benz,E200,2016,White,"KSh 4,700,000",Foreign Used,Automatic,61000
Toyota,Corolla,2002,Gold,"KSh 680,000",Kenyan Used,Automatic,116000
Nissan,Juke,2011,Black,"KSh 930,000",Kenyan Used,Automatic,122000
Toyota,Hilux,2018,Blue,"KSh 4,400,000",Foreign Used,Automatic,61000
Toyota,RAV4,2008,Gray,"KSh 1,430,000",Kenyan Used,Automatic,121000
Nissan,Sylphy,2014,White,"KSh 1,190,000",Kenyan Used,Automatic,
Mercedes-Benz,M,2007,Silver,"KSh 1,950,000",Kenyan Used,Automatic,
Toyota,Corolla,2003,Silver,"KSh 499,000",Kenyan Used,Automatic,158000
Volkswagen,Tiguan,2009,Blue,"KSh 1,580,000",Kenyan Used,Automatic,
Nissan,Note,2010,White,"KSh 570,000",Kenyan Used,Automatic,
Nissan,March,2005,Black,"KSh 345,000",Kenyan Used,Automatic,
Mercedes-Benz,CLA-Class,2016,Black,"KSh 3,500,000",Foreign Used,Automatic,62235
Toyota,RAV4,2008,Gray,"KSh 1,450,000",Kenyan Used,Automatic,
Mitsubishi,Mirage,2012,Blue,"KSh 550,000",Kenyan Used,Automatic,
Toyota,Passo,2016,Black,"KSh 950,000",Foreign Used,Automatic,
Toyota,Passo,2013,White,"KSh 590,000",Kenyan Used,Automatic,
Toyota,Ractis,2015,Blue,"KSh 1,400,000",Foreign Used,Automatic,65726
Toyota,Noah,2005,Gold,"KSh 510,000",Kenyan Used,Automatic,102363
Isuzu,Tougher,2005,Red,"KSh 700,000",Kenyan Used,Automatic,
Jeep,Wrangler,2016,Orange,"KSh 5,999,999",Foreign Used,Automatic,46000
Nissan,March,2000,Blue,"KSh 265,000",Kenyan Used,Automatic,112052
Subaru,XV,2017,Black,"KSh 2,400,000",Foreign Used,Automatic,76824
Toyota,Voxy,2014,Black,"KSh 1,980,000",Kenyan Used,Automatic,96000
Toyota,RAV4,2012,White,"KSh 1,750,000",Kenyan Used,Automatic,81000
Land,Rover,2016,White,"KSh 5,700,000",Foreign Used,Automatic,98000
Jeep,Grand,2016,White,"KSh 5,999,999",Foreign Used,Automatic,88000
Volkswagen,Tiguan,2013,White,"KSh 1,550,000",Kenyan Used,Automatic,107000
Toyota,Allion,2016,Green,"KSh 2,250,000",Foreign Used,Automatic,56000
Honda,Vezel,2016,Black,"KSh 2,600,000",Foreign Used,Automatic,
Nissan,Sylphy,2006,Beige,"KSh 350,000",Kenyan Used,Automatic,
Toyota,FJ,2012,Yellow,"KSh 3,500,000",Kenyan Used,Automatic,
Toyota,Axio,2016,White,"KSh 1,500,000",Foreign Used,Automatic,
Toyota,Ractis,2011,White,"KSh 750,000",Kenyan Used,Automatic,
Nissan,Note,2011,Silver,"KSh 550,000",Kenyan Used,Automatic,130000
Toyota,Porte,2010,White,"KSh 550,000",Kenyan Used,Automatic,
Toyota,Hilux,2005,Blue,"KSh 1,400,000",Kenyan Used,Manual,
Nissan,Juke,2014,Red,"KSh 1,385,000",Kenyan Used,Automatic,114000
Toyota,RAV4,2008,Gray,"KSh 1,450,000",Kenyan Used,Automatic,
Honda,Fit,2015,Silver,"KSh 1,050,000",Kenyan Used,Automatic,
Nissan,Note,2010,Silver,"KSh 550,000",Kenyan Used,Automatic,
Toyota,Premio,2017,Silver,"KSh 2,400,000",Foreign Used,Automatic,27000
Mazda,Premacy,2015,Black,"KSh 1,650,000",Kenyan Used,Automatic,56611
Toyota,Hilux,2016,Silver,"KSh 3,100,000",Foreign Used,Manual,84000
Toyota,Aqua,2016,Gray,"KSh 1,250,000",Foreign Used,Automatic,92000
Volkswagen,Golf,2015,Black,"KSh 1,690,000",Foreign Used,Automatic,
Toyota,Noah,2016,Black,"KSh 2,380,000",Foreign Used,Automatic,93000
Mazda,CX-5,2015,Black,"KSh 1,700,000",Foreign Used,Automatic,141000
Toyota,Corolla,2008,Blue,"KSh 790,000",Kenyan Used,Automatic,130000
Nissan,Note,2012,Purple,"KSh 690,000",Kenyan Used,Automatic,121000
Honda,Vezel,2016,White,"KSh 2,650,000",Foreign Used,Automatic,61000
Honda,Vezel,2016,White,"KSh 2,650,000",Foreign Used,Automatic,
Daihatsu,Mira,2013,Black,"KSh 575,008",Kenyan Used,Automatic,122445
Daihatsu,Mira,2015,White,"KSh 700,000",Foreign Used,Automatic,
Nissan,March,2016,White,"KSh 700,000",Foreign Used,Automatic,104000
Toyota,Yaris,2017,Silver,"KSh 1,550,000",Foreign Used,Automatic,51000
Toyota,Aqua,2016,Silver,"KSh 1,250,000",Foreign Used,Automatic,87563
Mazda,Axela,2016,Blue,"KSh 1,750,000",Foreign Used,Automatic,177000
Toyota,Land,2013,Beige,"KSh 6,500,000",Kenyan Used,Manual,249113
Subaru,Legacy,1993,Red,"KSh 430,000",Kenyan Used,Manual,302000
Honda,Fit,2016,Black,"KSh 1,600,000",Foreign Used,Automatic,65834
Toyota,Passo,2011,Black,"KSh 575,000",Kenyan Used,Automatic,
Volkswagen,Golf,2016,Blue,"KSh 1,999,999",Foreign Used,Automatic,52000
Mitsubishi,Pajero,2011,Black,"KSh 2,700,000",Kenyan Used,Automatic,127000
Mazda,Axela,2017,Silver,"KSh 1,700,000",Foreign Used,Automatic,60000
Mazda,Axela,2016,White,"KSh 1,650,000",Foreign Used,Automatic,81000
Nissan,Wingroad,2004,Silver,"KSh 279,000",Kenyan Used,Automatic,
Mercedes-Benz,CLA-Class,2015,White,"KSh 2,999,999",Kenyan Used,Automatic,
Nissan,Latio,2016,White,"KSh 1,050,000",Foreign Used,Automatic,
Subaru,Outback,2016,Silver,"KSh 3,200,000",Foreign Used,Automatic,86532
Toyota,Avensis,2017,Black,"KSh 2,100,000",Foreign Used,Automatic,97000
Toyota,Mark,2006,Silver,"KSh 695,000",Kenyan Used,Automatic,
Nissan,X-Trail,2016,Red,"KSh 2,500,000",Foreign Used,Automatic,69000
Toyota,Passo,2009,Green,"KSh 430,000",Kenyan Used,Automatic,
Daihatsu,Mira,2016,Blue,"KSh 800,000",Foreign Used,Automatic,113000
Volkswagen,Passat,2016,Black,"KSh 2,550,000",Foreign Used,Automatic,93000
Subaru,Outback,2012,Black,"KSh 1,550,000",Kenyan Used,Automatic,
Honda,Vezel,2016,Silver,"KSh 2,600,000",Foreign Used,Automatic,60269
