Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
Subaru,Outback,2004,Black,"KSh 930,000",Kenyan Used,Automatic,96000
Toyota,Vitz,2015,Blue,"KSh 1,180,000",Foreign Used,Automatic,39000
Toyota,Vellfire,2016,Black,"KSh 4,000,000",Foreign Used,Automatic,153000
Mitsubishi,L200,2000,White,"KSh 560,000",Foreign Used,Manual,152452
Suzuki,Sx4,2015,Black,"KSh 2,020,000",Foreign Used,Automatic,58000
Toyota,Voxy,2013,Black,"KSh 1,480,000",Kenyan Used,Automatic,
Nissan,Sunny,1997,Gray,"KSh 300,000",Kenyan Used,Manual,256393
Nissan,Serena,2009,White,"KSh 720,000",Kenyan Used,Automatic,105099
Toyota,Mark,2009,White,"KSh 690,000",Kenyan Used,Automatic,
Mercedes-Benz,E300,2010,Silver,"KSh 2,500,000",Kenyan Used,Automatic,68000
Honda,Vezel,2016,White,"KSh 2,320,000",Foreign Used,Automatic,122200
Toyota,Harrier,2014,Silver,"KSh 2,650,000",Kenyan Used,Automatic,
Honda,Odyssey,2014,White,"KSh 1,650,000",Kenyan Used,Automatic,85563
Toyota,Vitz,2015,White,"KSh 1,200,000",Foreign Used,Automatic,
Toyota,Land,2015,White,"KSh 4,300,000",Kenyan Used,Automatic,177000
Toyota,Noah,2006,Silver,"KSh 695,000",Kenyan Used,Automatic,123808
Nissan,Teana,2015,Silver,"KSh 1,800,000",Foreign Used,Automatic,
Land,Rover,2015,Black,"KSh 9,090,000",Foreign Used,Automatic,53250
Honda,Shuttle,2016,Black,"KSh 1,980,000",Foreign Used,Automatic,118000
Toyota,Premio,2014,White,"KSh 1,530,000",Kenyan Used,Automatic,68000
Toyota,Land,2016,White,"KSh 7,000,000",Foreign Used,Automatic,72000
Porsche,Panamera,2013,White,"KSh 4,600,000",Kenyan Used,Automatic,46000
Toyota,Premio,2014,Silver,"KSh 1,850,000",Kenyan Used,Automatic,125000
Toyota,Rush,2015,Silver,"KSh 1,950,000",Foreign Used,Automatic,126000
Volkswagen,Passat,2015,Silver,"KSh 2,050,000",Foreign Used,Automatic,
Toyota,Probox,2012,Silver,"KSh 770,000",Kenyan Used,Automatic,
Toyota,Vitz,2015,Green,"KSh 1,000,000",Kenyan Used,Automatic,98000
Toyota,Hilux,2008,Silver,"KSh 1,100,000",Kenyan Used,Manual,
Toyota,RAV4,2015,White,"KSh 3,460,000",Foreign Used,Automatic,90483
Honda,Vezel,2016,Blue,"KSh 2,780,000",Foreign Used,Automatic,78000
Toyota,Sienta,2016,Silver,"KSh 1,620,000",Foreign Used,Automatic,141000
Toyota,Axio,2012,Silver,"KSh 900,000",Kenyan Used,Automatic,137000
Nissan,Note,2016,Gold,"KSh 1,320,000",Foreign Used,Automatic,80000
Mercedes-Benz,GLE-Class,2016,Black,"KSh 6,890,000",Foreign Used,Automatic,28491
Toyota,Wish,2009,Red,"KSh 570,000",Kenyan Used,Automatic,174594
Toyota,Corolla,2017,Silver,"KSh 1,700,000",Foreign Used,Automatic,130000
Toyota,Sienta,2015,Blue,"KSh 1,400,000",Foreign Used,Automatic,18000
Nissan,Latio,2016,White,"KSh 1,150,000",Foreign Used,Automatic,162000
Mazda,Demio,2015,Gray,"KSh 1,130,000",Foreign Used,Automatic,187000
Nissan,X-Trail,2016,White,"KSh 2,650,000",Foreign Used,Automatic,145669
Isuzu,Trooper,1998,White,"KSh 295,000",Kenyan Used,Manual,114085
Toyota,Vista,1998,White,"KSh 385,000",Kenyan Used,Automatic,114252
Toyota,Alphard,2016,White,"KSh 4,250,000",Foreign Used,Automatic,86000
Toyota,Probox,2013,Silver,"KSh 600,000",Kenyan Used,Automatic,255440
Toyota,Sienta,2009,Green,"KSh 640,000",Kenyan Used,Automatic,
Toyota,Probox,2011,White,"KSh 570,000",Kenyan Used,Automatic,107000
Honda,CR-V,2007,Gray,"KSh 1,065,000",Kenyan Used,Automatic,138000
Toyota,Vitz,2010,Blue,"KSh 495,000",Kenyan Used,Automatic,114256
Toyota,Vista,2000,Gold,"KSh 490,000",Kenyan Used,Automatic,
Toyota,Spade,2015,,"KSh 1,250,000",Foreign Used,Automatic,92000
Land,Rover,2011,White,"KSh 5,395,000",Kenyan Used,Manual,185500
Toyota,Land,2016,Gold,"KSh 10,900,000",Foreign Used,Automatic,31600
Mercedes-Benz,GLA,2014,Brown,"KSh 3,450,000",Foreign Used,Automatic,102000
Lexus,LX,2017,Gray,"KSh 17,800,000",Foreign Used,Automatic,35900
Mercedes-Benz,C200,2008,Black,"KSh 1,470,000",Kenyan Used,Automatic,123808
Nissan,Note,2017,White,"KSh 1,099,990",Foreign Used,Automatic,78622
Toyota,Probox,2014,White,"KSh 825,000",Kenyan Used,Automatic,127000
Toyota,RAV4,2004,Silver,"KSh 710,000",Kenyan Used,Automatic,123808
Honda,Fit,2016,Black,"KSh 1,450,000",Foreign Used,Automatic,53000
Volvo,XC60,2016,Brown,"KSh 3,570,000",Foreign Used,Automatic,90000
Toyota,Premio,2016,Brown,"KSh 2,200,000",Kenyan Used,Automatic,38000
Toyota,Vanguard,2011,White,"KSh 1,850,000",Kenyan Used,Automatic,146000
Toyota,Crown,2013,Black,"KSh 1,900,000",Kenyan Used,Automatic,
Mercedes-Benz,GLC-Class,2016,Pearl,"KSh 5,990,000",Foreign Used,Automatic,53000
Toyota,Harrier,2016,Red,"KSh 3,500,000",Foreign Used,Automatic,
Toyota,Will,2001,Blue,"KSh 350,000",Kenyan Used,Automatic,850369
Toyota,Probox,2007,Silver,"KSh 450,000",Kenyan Used,Manual,
Nissan,X-Trail,2003,Gray,"KSh 580,000",Kenyan Used,Automatic,1635482
Nissan,March,2011,Purple,"KSh 330,000",Kenyan Used,Automatic,
Honda,CR-V,2008,Gray,"KSh 1,320,000",Kenyan Used,Automatic,120000
Toyota,Sienta,2016,Brown,"KSh 1,499,000",Foreign Used,Automatic,36000
Honda,Stepwgn,2010,Silver,"KSh 790,000",Kenyan Used,Automatic,
Nissan,Navara,2006,Burgundy,"KSh 930,000",Kenyan Used,Manual,
Honda,Vezel,2014,Black,"KSh 1,700,000",Kenyan Used,Automatic,78000
Honda,Civic,2015,Gray,"KSh 1,860,000",Foreign Used,Automatic,37847
Mitsubishi,Pajero,2014,Silver,"KSh 3,850,000",Kenyan Used,Automatic,103000
Nissan,Latio,2014,Silver,"KSh 750,000",Kenyan Used,Automatic,
Honda,Insight,2010,Gray,"KSh 900,000",Foreign Used,Automatic,95000
Nissan,Advan,2008,Silver,"KSh 430,000",Kenyan Used,Manual,
Honda,HR-V,2016,Blue,"KSh 2,850,000",Foreign Used,Automatic,35790
Mazda,Demio,2015,Red,"KSh 1,230,000",Foreign Used,Automatic,130000
Toyota,Passo,2017,Pink,"KSh 1,050,000",Foreign Used,Automatic,104000
Toyota,Harrier,2017,White,"KSh 3,950,000",Kenyan Used,Automatic,
Mazda,Demio,2011,Black,"KSh 560,000",Kenyan Used,Automatic,213000
Mazda,Axela,2016,White,"KSh 1,880,000",Foreign Used,Automatic,83000
Toyota,Mark,2016,White,"KSh 2,000,000",Foreign Used,Automatic,
Nissan,Latio,2016,White,"KSh 1,250,000",Foreign Used,Automatic,94610
Toyota,Axio,2015,Silver,"KSh 1,499,999",Foreign Used,Automatic,
Toyota,Voxy,2009,Black,"KSh 970,000",Kenyan Used,Automatic,146258
Subaru,Forester,2016,Silver,"KSh 3,200,000",Foreign Used,Automatic,44000
Toyota,Passo,2012,Brown,"KSh 550,000",Kenyan Used,Automatic,200000
Nissan,X-Trail,2008,Silver,"KSh 1,260,000",Kenyan Used,Automatic,
Honda,Fit,2015,Silver,"KSh 1,330,000",Foreign Used,Automatic,86000
Subaru,Impreza,2009,Silver,"KSh 850,000",Kenyan Used,Automatic,
Toyota,Harrier,2010,White,"KSh 1,690,000",Kenyan Used,Automatic,
Subaru,Forester,2015,Beige,"KSh 3,100,000",Foreign Used,Automatic,95000
BMW,X5,2007,Silver,"KSh 1,150,000",Kenyan Used,Automatic,137000
Mini,Cooper,2015,Blue,"KSh 1,949,999",Kenyan Used,Automatic,
Nissan,Advan,2013,White,"KSh 560,000",Kenyan Used,Automatic,
Toyota,Noah,2011,Black,"KSh 1,200,000",Kenyan Used,Automatic,
Subaru,XV,2016,Gray,"KSh 2,300,000",Foreign Used,Automatic,
Toyota,Land,2016,White,"KSh 6,300,000",Foreign Used,Automatic,91000
Toyota,Harrier,2008,White,"KSh 1,500,000",Kenyan Used,Automatic,
Toyota,Hilux,2015,Silver,"KSh 4,800,000",Foreign Used,Automatic,
Foton,Sup,2014,White,"KSh 500,000",Kenyan Used,Manual,128970
Nissan,Note,2016,Gray,"KSh 980,000",Foreign Used,Automatic,104000
Subaru,Levorg,2014,Black,"KSh 1,799,999",Foreign Used,Automatic,99000
Mercedes-Benz,E250,2014,Blue,"KSh 3,900,000",Kenyan Used,Automatic,74250
Volkswagen,Golf,2011,Blue,"KSh 800,000",Kenyan Used,Automatic,131000
Porsche,Cayenne,2012,Gray,"KSh 3,850,000",Kenyan Used,Automatic,87300
Honda,Vezel,2016,Silver,"KSh 2,690,000",Foreign Used,Automatic,27000
Mitsubishi,Mirage,2015,Gray,"KSh 950,000",Foreign Used,Automatic,33000
Mercedes-Benz,M,2015,Silver,"KSh 5,800,000",Foreign Used,Automatic,28000
Toyota,Hilux,2015,White,"KSh 2,750,000",Foreign Used,Manual,87000
Toyota,Harrier,2016,White,"KSh 4,200,000",Foreign Used,Automatic,92000
Toyota,Vitz,2012,White,"KSh 600,000",Kenyan Used,Automatic,344811
Volkswagen,Up,2015,Red,"KSh 760,000",Foreign Used,Automatic,98000
Daihatsu,Mira,2017,White,"KSh 780,000",Foreign Used,Automatic,
Toyota,Hilux,2014,White,"KSh 1,750,000",Kenyan Used,Automatic,105226
Toyota,Premio,2015,Silver,"KSh 2,070,000",Foreign Used,Automatic,98521
Toyota,Premio,2016,Silver,"KSh 2,100,000",Foreign Used,Automatic,52123
Toyota,Corolla,2016,Silver,"KSh 1,750,000",Foreign Used,Automatic,185000
Suzuki,Swift,2012,Silver,"KSh 690,000",Kenyan Used,Automatic,114000
Nissan,Note,2011,Burgundy,"KSh 560,000",Kenyan Used,Automatic,128000
BMW,X3,2016,White,"KSh 4,500,000",Foreign Used,Automatic,60000
Ford,Focus,2016,Black,"KSh 1,650,000",Foreign Used,Automatic,98000
Honda,Fit,2016,Silver,"KSh 1,500,000",Foreign Used,Automatic,
Suzuki,Wagon,,Black,"KSh 750,000",Foreign Used,Automatic,62000
Mazda,Demio,2007,Black,"KSh 365,000",Foreign Used,Automatic,167000
Toyota,Axio,2015,Gray,"KSh 1,500,000",Foreign Used,Automatic,
Mercedes-Benz,C200,2009,Black,"KSh 1,465,000",Kenyan Used,Automatic,120505
Mercedes-Benz,A-Class,2016,Burgundy,"KSh 2,000,000",Foreign Used,Automatic,65000
Nissan,Juke,2012,Black,"KSh 1,045,000",Kenyan Used,Automatic,115021
Mazda,CX-5,2016,Black,"KSh 3,000,000",Foreign Used,Automatic,78000
Volkswagen,Tiguan,2017,Black,"KSh 3,799,000",Foreign Used,Automatic,
Mercedes-Benz,GLC-Class,2016,White,"KSh 5,650,000",Foreign Used,Automatic,57000
Nissan,Note,2008,Blue,"KSh 450,000",Kenyan Used,Automatic,124124
Mazda,Atenza,2015,Black,"KSh 1,900,000",Foreign Used,Automatic,
Mazda,CX-5,2018,Black,"KSh 3,300,000",Foreign Used,Automatic,91000
Toyota,Land,2004,White,"KSh 2,999,999",Kenyan Used,Automatic,171000
Honda,Fit,2016,White,"KSh 1,350,000",Foreign Used,Automatic,66500
Daihatsu,Move,,Black,"KSh 750,000",Foreign Used,Automatic,63000
Subaru,XV,2016,Pearl,"KSh 2,200,000",Foreign Used,Automatic,
Honda,Fit,,Black,"KSh 1,100,000",Foreign Used,Automatic,
Toyota,Harrier,2016,Pearl,"KSh 3,500,000",Foreign Used,Automatic,36000
Mazda,CX-5,2016,Pearl,"KSh 2,200,000",Foreign Used,Automatic,
Toyota,Allion,2017,Silver,"KSh 2,250,000",Foreign Used,Automatic,47000
Nissan,Advan,2016,Gray,"KSh 800,000",Foreign Used,Automatic,
Nissan,March,2012,Silver,"KSh 430,000",Kenyan Used,Automatic,200000
Nissan,Note,2016,White,"KSh 1,250,000",Foreign Used,Automatic,82000
Toyota,Succeed,2013,Silver,"KSh 670,000",Kenyan Used,Automatic,
Toyota,Passo,2017,White,"KSh 1,050,000",Foreign Used,Automatic,
Toyota,Probox,2012,Blue,"KSh 850,000",Kenyan Used,Automatic,131000
Honda,CR-V,2011,Black,"KSh 1,595,000",Kenyan Used,Automatic,115031
Nissan,X-Trail,2006,Black,"KSh 630,000",Kenyan Used,Automatic,199080
Mitsubishi,Outlander,2007,Silver,"KSh 900,000",Kenyan Used,Automatic,268835
Nissan,X-Trail,2012,Silver,"KSh 1,400,000",Kenyan Used,Automatic,145573
Toyota,Mark,2015,Gray,"KSh 2,200,000",Foreign Used,Automatic,112464
Toyota,GT86,2015,Pearl,"KSh 3,250,000",Foreign Used,Manual,
Honda,CR-V,2010,Black,"KSh 1,100,000",Kenyan Used,Automatic,299994
Toyota,Avensis,2015,Silver,"KSh 1,600,000",Foreign Used,Automatic,
Mitsubishi,RVR,2018,Gray,"KSh 2,500,000",Foreign Used,Automatic,67000
Toyota,Corolla,2009,Silver,"KSh 1,060,000",Kenyan Used,Automatic,
Mercedes-Benz,E250,2008,White,"KSh 1,470,000",Kenyan Used,Automatic,135828
Mercedes-Benz,C200,2008,Black,"KSh 1,470,000",Kenyan Used,Automatic,146985
Toyota,Voxy,2008,Black,"KSh 820,000",Kenyan Used,Automatic,200000
Nissan,Vanette,2008,White,"KSh 630,000",Kenyan Used,Manual,238000
Toyota,Estima,2012,Blue,"KSh 760,000",Kenyan Used,Automatic,180000
Toyota,Voxy,,Black,"KSh 2,200,000",Foreign Used,CVT,
Nissan,Juke,2017,Red,"KSh 1,600,000",Foreign Used,Automatic,37000
Toyota,Toyoace,2007,White,"KSh 695,000",Kenyan Used,Automatic,140000
Jeep,Wrangler,2016,White,"KSh 5,900,000",Foreign Used,Automatic,73999
Lexus,NX,2016,Gray,"KSh 3,900,000",Kenyan Used,Automatic,128218
Mazda,CX-3,2016,White,"KSh 2,299,999",Foreign Used,Automatic,122955
Volkswagen,Polo,2019,White,"KSh 1,190,000",Kenyan Used,Automatic,69000
Toyota,TownAce,2008,White,"KSh 650,000",Kenyan Used,Automatic,
Toyota,Auris,2016,Black,"KSh 1,550,000",Kenyan Used,Automatic,
Nissan,Dayz,2015,Silver,"KSh 780,000",Foreign Used,Automatic,
Toyota,Allion,2015,White,"KSh 1,800,000",Foreign Used,Automatic,28000
Toyota,Axio,2016,White,"KSh 1,600,000",Foreign Used,Automatic,99000
Toyota,Axio,2016,White,"KSh 1,500,000",Foreign Used,Automatic,101925
BMW,X4,2015,Black,"KSh 4,700,000",Foreign Used,Automatic,
Nissan,Latio,2016,White,"KSh 1,199,999",Foreign Used,Automatic,100000
Mercedes-Benz,C180,2014,White,"KSh 3,050,000",Foreign Used,Automatic,51000
Nissan,March,2010,Silver,"KSh 350,000",Kenyan Used,Automatic,
Toyota,Auris,2016,White,"KSh 1,899,999",Foreign Used,Automatic,111000
Mazda,Axela,2017,Red,"KSh 1,899,999",Foreign Used,Automatic,119305
Toyota,Land,2017,Black,"KSh 11,900,000",Foreign Used,Automatic,75000
Suzuki,Every,2015,Silver,"KSh 750,000",Foreign Used,Automatic,
Toyota,Ractis,2009,Gray,"KSh 525,000",Kenyan Used,CVT,124444
Audi,SQ5,2016,White,"KSh 5,400,000",Foreign Used,Automatic,
Subaru,Forester,2015,Black,"KSh 2,050,000",Kenyan Used,Automatic,71546
Nissan,Sylphy,2016,Gray,"KSh 1,400,000",Foreign Used,Automatic,42000
Toyota,Corolla,2012,Gray,"KSh 1,070,000",Kenyan Used,CVT,112999
Daihatsu,Mira,2015,Pearl,"KSh 655,000",Kenyan Used,CVT,124444
Toyota,Mark,2016,White,"KSh 2,500,000",Foreign Used,Automatic,
Toyota,TownAce,2005,Gray,"KSh 600,000",Kenyan Used,Automatic,
Toyota,Corolla,2002,Beige,"KSh 570,000",Kenyan Used,Automatic,
Land,Rover,2016,White,"KSh 6,800,000",Foreign Used,Automatic,71000
Suzuki,Solio,2016,Brown,"KSh 980,000",Foreign Used,Automatic,103000
Toyota,Land,2016,Red,"KSh 7,200,000",Foreign Used,Automatic,60000
Toyota,Land,2016,Black,"KSh 6,950,000",Foreign Used,Automatic,34000
Lexus,RX,2016,Black,"KSh 5,400,000",Foreign Used,Automatic,45000
Toyota,Harrier,2017,White,"KSh 3,950,000",Foreign Used,Automatic,64000
Toyota,Harrier,2015,Black,"KSh 3,650,000",Foreign Used,Automatic,53000
Toyota,RAV4,2016,Silver,"KSh 3,650,000",Foreign Used,Automatic,63000
Toyota,Land,2016,Brown,"KSh 6,750,000",Foreign Used,Automatic,41000
Lexus,NX,2016,White,"KSh 4,650,000",Foreign Used,Automatic,60000
Nissan,March,2015,Pink,"KSh 780,000",Foreign Used,Automatic,36000
Nissan,X-Trail,2013,Gray,"KSh 1,620,000",Kenyan Used,Automatic,
Suzuki,Alto,2015,Ivory,"KSh 650,000",Foreign Used,Automatic,62800
Suzuki,Alto,2016,White,"KSh 785,000",Foreign Used,Automatic,95862
Audi,A1,2016,Silver,"KSh 1,600,000",Foreign Used,Automatic,
Mazda,Demio,2015,White,"KSh 1,000,000",Foreign Used,Automatic,32000
Mitsubishi,Pajero,2014,Silver,"KSh 3,890,000",Kenyan Used,Automatic,
Toyota,Voxy,2016,Black,"KSh 2,540,000",Foreign Used,Automatic,115500
Mitsubishi,ASX,2015,Black,"KSh 1,199,000",Kenyan Used,Automatic,
Mitsubishi,Mirage,2015,White,"KSh 790,000",Kenyan Used,Automatic,
Nissan,FB15,2001,White,"KSh 370,000",Kenyan Used,Automatic,
Toyota,Hilux,2014,Gold,"KSh 1,700,000",Kenyan Used,Manual,
Nissan,X-Trail,2016,White,"KSh 2,380,000",Kenyan Used,Automatic,120000
Toyota,Premio,2009,Silver,"KSh 920,000",Kenyan Used,Automatic,108000
Toyota,Probox,2006,Silver,"KSh 360,000",Kenyan Used,Automatic,238710
Toyota,Probox,2006,White,"KSh 370,000",Kenyan Used,Automatic,
Mitsubishi,Pajero,2005,Beige,"KSh 1,250,000",Kenyan Used,Manual,273000
Toyota,Succeed,2014,White,"KSh 760,000",Kenyan Used,Automatic,183218
Toyota,Probox,2010,White,"KSh 530,000",Kenyan Used,Automatic,193250
Toyota,Probox,2006,White,"KSh 400,000",Kenyan Used,Automatic,231210
Toyota,Succeed,2014,White,"KSh 760,000",Kenyan Used,Automatic,183218
Toyota,Land,2016,Brown,"KSh 7,300,000",Foreign Used,Automatic,65000
Toyota,Vitz,2016,White,"KSh 1,249,999",Foreign Used,Automatic,75000
Toyota,Allion,2004,Silver,"KSh 550,000",Kenyan Used,Automatic,180000
Suzuki,Every,2016,White,"KSh 749,999",Foreign Used,Automatic,
Ford,Ranger,2016,Silver,"KSh 2,350,000",Kenyan Used,Manual,
Nissan,Tiida,2012,Black,"KSh 690,000",Kenyan Used,Automatic,
Toyota,Sienta,2016,Burgundy,"KSh 1,449,000",Foreign Used,Automatic,
Toyota,Probox,2016,Blue,"KSh 1,249,000",Foreign Used,Automatic,
Toyota,Passo,2013,Silver,"KSh 670,000",Kenyan Used,Automatic,129000
Nissan,NV200,2016,Silver,"KSh 1,499,000",Foreign Used,Automatic,
Nissan,Note,2016,Red,"KSh 1,180,000",Foreign Used,Automatic,80000
Toyota,Noah,2015,Brown,"KSh 2,550,000",Foreign Used,Automatic,100000
Nissan,Note,2016,White,"KSh 1,100,000",Foreign Used,Automatic,80000
Toyota,Wish,2004,Black,"KSh 510,000",Kenyan Used,Automatic,180000
Nissan,March,2014,Pink,"KSh 590,000",Kenyan Used,Automatic,180000
Nissan,Sunny,2003,White,"KSh 250,000",Kenyan Used,Automatic,
Toyota,Passo,2016,Silver,"KSh 1,100,000",Foreign Used,Automatic,38788
Subaru,Impreza,2008,Gray,"KSh 775,000",Kenyan Used,Automatic,144235
Toyota,Corolla,1987,Gray,"KSh 170,000",Kenyan Used,Manual,236000
Isuzu,D-MAX,2019,Gray,"KSh 2,400,000",Kenyan Used,Manual,
Land,Rover,2007,Black,"KSh 2,100,000",Kenyan Used,Automatic,168000
Suzuki,Swift,2016,Gray,"KSh 1,130,000",Foreign Used,Automatic,42971
Mazda,CX-5,2017,Black,"KSh 3,450,000",Foreign Used,Automatic,75000
Nissan,X-Trail,2006,Gray,"KSh 760,000",Kenyan Used,Automatic,120000
Nissan,Note,2015,Black,"KSh 880,000",Kenyan Used,Automatic,
Subaru,Forester,2016,Black,"KSh 3,200,000",Foreign Used,Automatic,64000
Toyota,Fortuner,2006,Silver,"KSh 1,195,000",Kenyan Used,Automatic,
Toyota,Ractis,2011,White,"KSh 750,000",Kenyan Used,Automatic,112000
Toyota,Probox,2008,Silver,"KSh 650,000",Kenyan Used,Automatic,157000
Suzuki,Swift,2015,Black,"KSh 1,100,000",Foreign Used,Automatic,95674
Nissan,Latio,2015,Silver,"KSh 1,200,000",Foreign Used,Automatic,
Daihatsu,HIJET,2015,Black,"KSh 799,000",Foreign Used,Manual,148000
Mercedes-Benz,E200,2016,Gray,"KSh 2,199,999",Kenyan Used,Automatic,63485
Toyota,RAV4,2010,Black,"KSh 1,400,000",Kenyan Used,CVT,118505
Toyota,Corolla,1998,Black,"KSh 390,000",Kenyan Used,Automatic,183652
Ford,Ranger,2016,Orange,"KSh 5,800,000",Foreign Used,Automatic,
Toyota,Premio,2006,Silver,"KSh 680,000",Kenyan Used,Automatic,
Toyota,Passo,2016,Pearl,"KSh 1,150,000",Foreign Used,Automatic,35354
Toyota,Vitz,2015,Yellow,"KSh 1,070,000",Foreign Used,Automatic,
Toyota,Hilux,2016,Gray,"KSh 4,199,999",Foreign Used,Manual,27172
Toyota,Hilux,2012,Silver,"KSh 2,850,000",Kenyan Used,Manual,896652
Toyota,Crown,2019,Silver,"KSh 4,800,000",Foreign Used,Automatic,
Mercedes-Benz,E350,2016,White,"KSh 6,400,000",Foreign Used,Automatic,36486
Nissan,Serena,2016,Pearl,"KSh 1,850,000",Foreign Used,Automatic,129867
Nissan,Note,2013,Red,"KSh 680,000",Kenyan Used,Automatic,125000
Toyota,Ractis,2007,Silver,"KSh 620,000",Kenyan Used,Automatic,100000
Toyota,Hilux,2020,White,"KSh 3,200,000",Kenyan Used,Automatic,40000
Toyota,Land,2006,Silver,"KSh 2,380,000",Kenyan Used,Manual,
Lexus,RX270,2014,White,"KSh 3,600,000",Kenyan Used,Automatic,85000
Volkswagen,Golf,2010,Black,"KSh 799,999",Kenyan Used,Automatic,
Isuzu,MU-X,2018,Silver,"KSh 4,550,000",Kenyan Used,Automatic,72003
Toyota,Hilux,2007,Silver,"KSh 1,550,000",Kenyan Used,Manual,
Toyota,Land,2005,,"KSh 1,130,000",Kenyan Used,Automatic,175423
Toyota,Sienta,2012,Gray,"KSh 760,000",Kenyan Used,Automatic,135428
Peugeot,308,2016,Gray,"KSh 1,680,000",Foreign Used,Automatic,94000
Toyota,Land,2015,Gray,"KSh 5,700,000",Foreign Used,Automatic,121000
Toyota,Vitz,2015,,"KSh 1,050,000",Foreign Used,Automatic,74671
Toyota,Passo,2014,Silver,"KSh 670,000",Kenyan Used,Automatic,
Subaru,Legacy,2014,Black,"KSh 1,440,000",Foreign Used,Automatic,140000
Mazda,CX-3,2017,Gray,"KSh 2,000,000",Foreign Used,Automatic,75346
Nissan,Serena,2016,White,"KSh 1,850,000",Foreign Used,Automatic,105064
Honda,Vezel,2014,White,"KSh 1,900,000",Kenyan Used,Automatic,112540
Toyota,Alphard,2016,Black,"KSh 4,500,000",Foreign Used,Automatic,63548
Land,Rover,2010,Gray,"KSh 2,950,000",Kenyan Used,Automatic,210000
Toyota,Vanguard,2011,Gold,"KSh 1,930,000",Kenyan Used,Automatic,
Subaru,Forester,2014,Black,"KSh 2,200,000",Kenyan Used,Automatic,101000
Subaru,Legacy,2016,Black,"KSh 2,499,999",Foreign Used,AMT,99999
Audi,Q3,2017,White,"KSh 3,499,999",Foreign Used,Automatic,52746
Toyota,Passo,2010,White,"KSh 660,000",Kenyan Used,Automatic,
Nissan,Note,2016,Blue,"KSh 1,170,000",Foreign Used,Automatic,
Toyota,Esquire,2016,White,"KSh 2,500,000",Foreign Used,Automatic,
Toyota,Esquire,2016,White,"KSh 2,480,000",Foreign Used,Automatic,
Mazda,Atenza,2016,White,"KSh 2,100,000",Foreign Used,Automatic,
Toyota,Ractis,2007,Silver,"KSh 565,000",Kenyan Used,Automatic,
Mercedes-Benz,M,2014,Black,"KSh 5,000,000",Kenyan Used,Automatic,89665
Suzuki,Wagon,2012,Purple,"KSh 550,000",Kenyan Used,Automatic,
Mitsubishi,Pajero,2014,Silver,"KSh 3,700,000",Kenyan Used,Automatic,
Toyota,Axio,2015,Brown,"KSh 1,480,000",Kenyan Used,Automatic,42000
Land,Rover,2010,Black,"KSh 3,350,000",Kenyan Used,Automatic,98522
Subaru,Legacy,2016,Black,"KSh 2,650,000",Foreign Used,Automatic,
Toyota,Harrier,2015,Black,"KSh 2,850,000",Kenyan Used,Automatic,155000
Subaru,Trezia,2016,Pearl,"KSh 1,350,000",Foreign Used,Automatic,81000
Toyota,Kluger,2017,Gray,"KSh 4,650,000",Foreign Used,Automatic,73469
Toyota,Kluger,2012,Silver,"KSh 2,500,000",Kenyan Used,Automatic,98963
Toyota,Land,2017,Black,"KSh 16,000,000",Foreign Used,Automatic,47000
Toyota,Land,,white,"KSh 2,435,000",Kenyan Used,Automatic,146000
Suzuki,Alto,2016,Brown,"KSh 750,000",Foreign Used,Automatic,57000
Lexus,LX,2016,Black,"KSh 16,000,000",Foreign Used,Automatic,57000
Nissan,X-Trail,2016,Burgundy,"KSh 2,280,000",Foreign Used,CVT,72300
Volkswagen,Touareg,2007,Black,"KSh 1,200,000",Kenyan Used,Automatic,
BMW,X3,2015,Black,"KSh 3,750,000",Foreign Used,Automatic,67000
Toyota,Kluger,2016,Gray,"KSh 5,450,000",Foreign Used,Automatic,91000
Toyota,RAV4,2004,Blue,"KSh 560,000",Kenyan Used,Automatic,139000
Toyota,Noah,2009,White,"KSh 950,000",Kenyan Used,Automatic,156000
Mazda,Atenza,2016,White,"KSh 2,150,000",Foreign Used,Automatic,114000
Toyota,Spade,2015,Black,"KSh 1,150,000",Foreign Used,Automatic,86000
Toyota,Land,2011,White,"KSh 3,250,000",Kenyan Used,Manual,180000
Mazda,Axela,2016,Gray,"KSh 2,100,000",Foreign Used,Automatic,86800
Land,Rover,2013,Gray,"KSh 3,600,000",Kenyan Used,Automatic,142024
Mazda,Demio,2016,Gray,"KSh 1,280,000",Foreign Used,Automatic,99500
Subaru,XV,2013,Beige,"KSh 1,600,000",Kenyan Used,Automatic,
Honda,CR-V,2006,Gray,"KSh 870,000",Kenyan Used,Automatic,
Subaru,Legacy,2006,Black,"KSh 655,000",Kenyan Used,Automatic,166523
Honda,Stream,2008,White,"KSh 750,000",Kenyan Used,Automatic,
Toyota,Land,2008,Black,"KSh 2,150,000",Kenyan Used,Automatic,123821
Nissan,Note,2015,Black,"KSh 840,000",Kenyan Used,Automatic,179410
Toyota,Land,2010,Black,"KSh 3,150,000",Kenyan Used,Automatic,99632
Volvo,V40,2015,White,"KSh 2,650,000",Foreign Used,Automatic,
Toyota,Mark,2011,Gray,"KSh 950,000",Kenyan Used,Automatic,96809
Subaru,Forester,2012,Black,"KSh 1,675,000",Kenyan Used,Automatic,196000
Toyota,Succeed,2012,White,"KSh 580,000",Kenyan Used,Automatic,163322
