,Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
104,Mercedes-Benz,C200,2016,White,3650000,Foreign Used,Automatic,60547.0
105,Mercedes-Benz,C200,nan,Black,3600000,Foreign Used,Automatic,75365.0
106,Toyota,Hilux,2015,White,4000000,Foreign Used,Automatic,67154.0
107,Volkswagen,Tiguan,2016,Gray,2600000,Foreign Used,Automatic,68546.0
108,Audi,A4,2016,White,2300000,Foreign Used,Automatic,
109,Toyota,ISIS,nan,white,1500000,Foreign Used,Automatic,69754.0
110,BMW,X5,2016,Black,6000000,Foreign Used,Automatic,55650.0
111,Nissan,X-Trail,2017,Silver,2700000,Foreign Used,Automatic,75159.0
112,Nissan,X-Trail,nan,Black,2700000,Foreign Used,Automatic,60674.0
113,Mazda,CX-5,2017,Black,3350000,Foreign Used,Automatic,70865.0
114,Mazda,Demio,2016,Red,1100000,Foreign Used,Automatic,70754.0
115,Toyota,Probox,2017,Silver,990000,Foreign Used,Automatic,
116,Toyota,Hilux,nan,white,1999000,Kenyan Used,Automatic,
117,Suzuki,Escudo,2014,Black,1590000,Kenyan Used,Automatic,167000.0
118,Nissan,Serena,2016,Brown,1600000,Foreign Used,Automatic,69875.0
119,Volvo,S60,2016,Black,2100000,Foreign Used,Automatic,95684.0
120,Nissan,Note,2017,Gold,1000000,Foreign Used,Automatic,
121,Toyota,Axio,2016,Gold,1455000,Foreign Used,Automatic,32104.0
122,Nissan,Note,2017,Gray,1100000,Foreign Used,Automatic,34401.0
123,Nissan,Note,2016,Burgundy,1030000,Foreign Used,Automatic,95420.0
124,Toyota,Land,2008,Black,2050000,Kenyan Used,Automatic,154023.0
125,Toyota,Platz,2005,Blue,590000,Kenyan Used,Manual,78520.0
126,Subaru,Impreza,2010,Silver,840000,Kenyan Used,Automatic,133407.0
127,Toyota,Belta,2011,Blue,790000,Kenyan Used,Automatic,132000.0
128,Mazda,Atenza,2016,Pearl,2200000,Foreign Used,Automatic,
129,Toyota,Crown,2012,White,1480000,Kenyan Used,Automatic,
130,Honda,Fit,2017,Pearl,1680000,Foreign Used,Automatic,137542.0
131,Toyota,Succeed,2011,White,690000,Kenyan Used,Automatic,165852.0
132,Toyota,Hilux,2014,White,2500000,Kenyan Used,Manual,60300.0
133,Mazda,CX-5,2016,Red,2680000,Foreign Used,Automatic,
134,Mazda,Demio,2016,Red,1350000,Foreign Used,Automatic,
135,Toyota,Vitz,2015,Silver,1230000,Kenyan Used,Automatic,82000.0
136,Toyota,Sprinter,1998,Blue,185000,Kenyan Used,Manual,
137,Daihatsu,Mira,2016,White,750000,Foreign Used,Automatic,
138,Land,Rover,2012,Blue,1480000,Kenyan Used,Manual,159200.0
139,Volkswagen,Golf,2012,White,1650000,Kenyan Used,Automatic,150000.0
140,Lexus,LX,2019,Black,17500000,Foreign Used,Automatic,45000.0
142,Daihatsu,Mira,2013,White,550000,Kenyan Used,Automatic,
143,Toyota,Passo,2016,Black,1100000,Foreign Used,Automatic,
144,Toyota,ISIS,2011,Beige,531000,Kenyan Used,Automatic,102000.0
145,Nissan,Caravan,2006,White,770000,Kenyan Used,Automatic,361587.0
146,Volkswagen,Touran,2011,Blue,790000,Kenyan Used,Automatic,
147,Nissan,Serena,2016,Brown,1670000,Foreign Used,Automatic,78000.0
148,Toyota,Land,2017,Black,6750000,Foreign Used,Automatic,89014.0
149,Toyota,Wish,2007,Silver,640000,Kenyan Used,Automatic,184866.0
150,Toyota,Axio,2016,White,1395000,Foreign Used,Automatic,69540.0
151,Toyota,Land,2013,Blue,4699000,Kenyan Used,Automatic,110000.0
152,Subaru,Outback,2016,White,3150000,Foreign Used,Automatic,57645.0
153,Mazda,Premacy,2012,Gray,885000,Kenyan Used,Automatic,110000.0
154,Suzuki,Vitara,2016,Gray,2500000,Foreign Used,Automatic,
155,Suzuki,Swift,nan,Black,1200000,Foreign Used,Automatic,60454.0
156,Honda,N-WGN,2016,Silver,795000,Foreign Used,Automatic,75421.0
157,Toyota,Ractis,nan,white,1250000,Foreign Used,Automatic,91368.0
158,Toyota,Esquire,2016,Purple,2400000,Foreign Used,Automatic,96666.0
159,Mazda,CX-5,2016,Brown,2400000,Foreign Used,Automatic,74596.0
160,Nissan,Note,2016,Black,1000000,Foreign Used,Automatic,58485.0
161,Audi,Q7,2016,White,6900000,Foreign Used,Automatic,98000.0
162,Audi,A4,2013,Black,1650000,Kenyan Used,Automatic,45000.0
163,Porsche,Cayenne,2015,Red,7500000,Kenyan Used,Automatic,55000.0
164,Suzuki,Swift,2017,Gold,1300000,Foreign Used,Automatic,50649.0
165,Nissan,Note,nan,white,1300000,Foreign Used,Automatic,91818.0
166,Nissan,Note,2017,Blue,1100000,Foreign Used,Automatic,65225.0
167,Honda,Vezel,2016,Black,2350000,Foreign Used,Automatic,65874.0
168,Volkswagen,Touran,2012,Blue,850000,Kenyan Used,Automatic,
169,Nissan,X-Trail,2016,Green,2400000,Foreign Used,Automatic,57859.0
170,BMW,X1,2016,Blue,2900000,Foreign Used,Automatic,69576.0
171,BMW,218d,2016,Blue,2000000,Foreign Used,Automatic,
172,Honda,Odyssey,nan,Black,1900000,Foreign Used,Automatic,56647.0
173,Subaru,Forester,2016,Silver,3100000,Foreign Used,Automatic,
174,Toyota,Sienta,2016,Silver,1550000,Foreign Used,Automatic,
175,Honda,Fit,2010,Black,580000,Kenyan Used,Automatic,153000.0
176,Toyota,Harrier,2008,Silver,1500000,Kenyan Used,Automatic,180000.0
177,BMW,X1,2016,White,3899999,Foreign Used,Automatic,
178,BMW,X6,2016,Black,6500000,Foreign Used,Automatic,60000.0
179,Subaru,Impreza,2017,Silver,1650000,Foreign Used,Automatic,70454.0
180,Suzuki,Swift,nan,white,1100000,Foreign Used,Automatic,81445.0
181,Toyota,Ractis,2016,Gray,1300000,Foreign Used,Automatic,46008.0
182,Mazda,Demio,2012,Blue,650000,Kenyan Used,Automatic,
183,Honda,Fit,2016,Black,1150000,Foreign Used,Automatic,74210.0
184,BMW,550i,2012,Blue,3800000,Kenyan Used,Automatic,29000.0
185,Honda,Accord,2015,White,2300000,Foreign Used,Automatic,65000.0
186,Toyota,Land,2012,Black,4650000,Kenyan Used,Automatic,150000.0
187,Toyota,Vanguard,2010,Black,1499999,Kenyan Used,Automatic,
188,Toyota,Vitz,2016,White,1050000,Foreign Used,Automatic,34251.0
189,Toyota,Corolla,nan,Black,1600000,Foreign Used,Automatic,75464.0
190,BMW,320i,2016,White,2400000,Foreign Used,Automatic,56795.0
191,Toyota,Hilux,2017,Silver,5400000,Foreign Used,Automatic,
192,Mazda,CX-5,2017,Red,3200000,Foreign Used,Automatic,93751.0
193,Toyota,Alphard,2016,White,3800000,Foreign Used,Automatic,
194,Porsche,Cayenne,2019,Teal,16000000,Foreign Used,Automatic,17418.0
195,Nissan,X-Trail,2016,Black,2550000,Foreign Used,Automatic,
196,BMW,118i,2016,White,1600000,Foreign Used,Automatic,60405.0
197,Nissan,Hardbody,2018,White,2500000,Kenyan Used,Manual,159600.0
198,Mazda,Demio,2016,Burgundy,1100000,Foreign Used,Automatic,40000.0
199,Mitsubishi,RVR,2017,Gray,2400000,Foreign Used,Automatic,23413.0
200,Toyota,Land,2017,Ivory,6800000,Foreign Used,Automatic,34438.0
201,Volkswagen,Golf,2016,Black,1600000,Foreign Used,Automatic,81685.0
202,Mazda,CX-5,2016,Blue,2400000,Foreign Used,Automatic,77876.0
203,Mitsubishi,Outlander,2016,Silver,3200000,Foreign Used,Automatic,65885.0
204,Audi,Q5,2016,White,4300000,Foreign Used,Automatic,76808.0
205,Mazda,Biante,2016,Black,1600000,Foreign Used,Automatic,67054.0
206,Toyota,Sienta,2016,Black,1450000,Foreign Used,Automatic,90484.0
207,BMW,X3,2009,Red,1090000,Kenyan Used,Automatic,156000.0
208,Land,Rover,2018,White,12000000,Foreign Used,Automatic,54000.0
209,Lexus,RX,2011,White,2500000,Kenyan Used,Automatic,130000.0
210,Nissan,Note,2016,Gold,1100000,Foreign Used,Automatic,
211,Toyota,Mark,2016,Pearl,2200000,Foreign Used,Automatic,70466.0
212,Honda,Fit,2016,Black,1250000,Foreign Used,Automatic,80754.0
213,Subaru,Outback,2016,Teal,3100000,Foreign Used,Automatic,87546.0
214,Mercedes-Benz,GLA,2016,Black,3200000,Foreign Used,Automatic,62234.0
215,Toyota,Succeed,2010,White,695000,Kenyan Used,Automatic,142023.0
216,Mazda,CX-5,2017,Burgundy,3400000,Foreign Used,Automatic,68757.0
218,Honda,Airwave,2010,Black,849999,Kenyan Used,Automatic,
219,Subaru,Impreza,2010,Silver,800000,Kenyan Used,Automatic,155954.0
220,Mercedes-Benz,G-Class,2016,Black,15000000,Foreign Used,Automatic,
221,Lexus,NX,2016,Brown,5000000,Foreign Used,Automatic,
222,Mercedes-Benz,C200,2016,Pearl,3200000,Foreign Used,Automatic,31715.0
223,Volkswagen,Golf,2016,Black,1650000,Foreign Used,Automatic,69808.0
224,Audi,A1,2016,Pearl,1400000,Foreign Used,Automatic,82829.0
225,Toyota,Harrier,2016,Black,3800000,Foreign Used,Automatic,77324.0
226,Nissan,Note,2017,Gray,1100000,Foreign Used,Automatic,50679.0
227,Mazda,Premacy,2011,Black,780000,Kenyan Used,Automatic,
228,Mazda,Atenza,2017,Black,2200000,Foreign Used,Automatic,69558.0
229,Subaru,Impreza,2011,Silver,800000,Kenyan Used,Automatic,154023.0
230,Volkswagen,Golf,2018,Gray,4000000,Foreign Used,Automatic,55000.0
231,BMW,7,2014,Silver,3500000,Kenyan Used,Automatic,
232,Ford,Ranger,2015,Orange,4500000,Foreign Used,Automatic,77000.0
233,Toyota,Corolla,nan,white,1700000,Foreign Used,Automatic,61475.0
234,Nissan,X-Trail,2016,White,2500000,Foreign Used,Automatic,98056.0
235,Subaru,XV,2016,Ivory,2200000,Foreign Used,Automatic,63135.0
236,Volkswagen,Tiguan,2016,Blue,2700000,Foreign Used,Automatic,28547.0
237,Volkswagen,Tiguan,2016,Gold,3800000,Foreign Used,Automatic,49168.0
238,Toyota,Land,2016,Gray,8000000,Foreign Used,Automatic,24259.0
239,Volkswagen,Passat,2016,Silver,2200000,Foreign Used,Automatic,66330.0
240,Honda,Fit,2016,Blue,1495000,Foreign Used,Automatic,66000.0
241,Toyota,Hilux,2016,Silver,5800000,Foreign Used,Automatic,59486.0
242,Audi,A3,2016,Black,1700000,Foreign Used,Automatic,98158.0
243,Nissan,X-Trail,2016,Gold,2500000,Foreign Used,Automatic,75649.0
244,Toyota,Auris,2016,Teal,1645000,Foreign Used,Automatic,76819.0
245,Mazda,Axela,2021,Burgundy,1650000,Foreign Used,Automatic,57473.0
246,Nissan,Teana,2016,Ivory,1800000,Foreign Used,Automatic,76495.0
247,Mercedes-Benz,E250,nan,Black,3900000,Foreign Used,Automatic,40212.0
248,Nissan,Fuga,2016,Brown,2500000,Foreign Used,Automatic,116265.0
249,Mitsubishi,Mirage,2016,Burgundy,980000,Foreign Used,Automatic,75461.0
250,Toyota,Axio,2016,White,1640000,Foreign Used,Automatic,
251,Toyota,Allion,2003,Silver,650000,Kenyan Used,Automatic,
252,Honda,Shuttle,2016,Ivory,1550000,Foreign Used,Automatic,
253,Audi,Q7,2008,Black,2200000,Kenyan Used,Automatic,110000.0
254,Toyota,Hilux,2009,White,1350000,Kenyan Used,Manual,
255,Volkswagen,Golf,2014,Black,2200000,Kenyan Used,Automatic,120000.0
256,Nissan,X-Trail,2016,Beige,2550000,Foreign Used,Automatic,54675.0
257,Mercedes-Benz,E350,2016,White,5500000,Foreign Used,Automatic,36486.0
258,Peugeot,2008,2016,Teal,1500000,Foreign Used,Automatic,
259,Subaru,Forester,2016,Green,3000000,Foreign Used,Automatic,
260,Toyota,Corolla,2017,White,1685000,Foreign Used,Automatic,75400.0
261,Honda,Freed,2016,Black,1400000,Foreign Used,Automatic,
262,Nissan,Elgrand,2016,Beige,2200000,Foreign Used,Automatic,61645.0
263,Volvo,S60,2016,Brown,2050000,Foreign Used,Automatic,67945.0
264,Subaru,Impreza,2014,Blue,1250000,Kenyan Used,Automatic,123000.0
265,Honda,Fit,2016,Silver,1150000,Foreign Used,Automatic,65470.0
266,Nissan,Note,2016,Gray,1140000,Foreign Used,Automatic,65000.0
267,Honda,N-WGN,2016,Red,785000,Foreign Used,Automatic,45210.0
268,Toyota,Axio,2009,Pearl,780000,Kenyan Used,Automatic,129065.0
269,Toyota,Land,2016,Black,7900000,Foreign Used,Automatic,120000.0
270,Toyota,Vitz,2016,White,1180000,Foreign Used,Automatic,89654.0
271,Toyota,Kluger,2006,Red,1080000,Kenyan Used,Automatic,
272,Toyota,Allion,2009,Silver,1050000,Kenyan Used,Automatic,118000.0
273,Toyota,Harrier,2013,Black,2400000,Kenyan Used,Automatic,101104.0
274,Toyota,Sienta,2012,Purple,760000,Kenyan Used,Automatic,147253.0
275,Toyota,Crown,2007,Red,870000,Kenyan Used,Automatic,142323.0
276,Mercedes-Benz,C200,2012,White,2250000,Kenyan Used,Automatic,117000.0
277,Mercedes-Benz,a-Class,2013,Silver,1550000,Kenyan Used,Automatic,50000.0
278,Volkswagen,Tiguan,2017,White,4300000,Foreign Used,Automatic,38000.0
279,Toyota,Passo,2016,Pink,900000,Foreign Used,Automatic,24507.0
280,Honda,CR-V,2003,Pearl,480000,Kenyan Used,Automatic,170056.0
281,Toyota,Auris,2016,Gray,1770000,Foreign Used,Automatic,79000.0
282,Toyota,Harrier,2014,Pearl,2850000,Kenyan Used,Automatic,
283,Suzuki,Swift,2010,Silver,520000,Kenyan Used,Automatic,
284,Honda,Airwave,2007,Silver,550000,Kenyan Used,Automatic,
285,Nissan,Note,2013,Blue,725000,Kenyan Used,Automatic,112032.0
286,Toyota,Noah,2010,Silver,1140000,Kenyan Used,Automatic,139011.0
287,Toyota,Harrier,2014,White,2750000,Kenyan Used,Automatic,97528.0
288,Toyota,Harrier,2007,Gray,1420000,Kenyan Used,Automatic,141253.0
289,Toyota,Sienta,2016,Silver,1375000,Foreign Used,Automatic,69580.0
290,Mercedes-Benz,S-Class,2008,Silver,2600000,Kenyan Used,Automatic,237416.0
291,BMW,118i,2017,White,1580000,Foreign Used,Automatic,138000.0
292,Toyota,Sienta,2016,White,1520000,Foreign Used,Automatic,113241.0
293,Honda,Stream,2008,Silver,695000,Kenyan Used,Automatic,123808.0
294,Peugeot,208,2016,Black,1300000,Foreign Used,Automatic,31000.0
295,Volkswagen,Golf,2005,Silver,600000,Kenyan Used,Automatic,
296,Mazda,Axela,2015,Pearl,1380000,Kenyan Used,Manual,117809.0
297,Honda,Vezel,2017,Blue,2350000,Foreign Used,Automatic,65000.0
298,Mazda,Demio,2016,Blue,1050000,Foreign Used,Automatic,
299,Nissan,Skyline,2015,White,1900000,Foreign Used,Automatic,106000.0
300,BMW,X5,2019,Black,11300000,Kenyan Used,Automatic,40000.0
301,Volkswagen,Passat,2016,Blue,2650000,Foreign Used,Automatic,80000.0
302,Toyota,Hilux,2011,Silver,1830000,Kenyan Used,Manual,123800.0
303,Honda,Stepwgn,2017,Black,2100000,Foreign Used,Automatic,52000.0
304,Toyota,Voxy,2017,Purple,2100000,Foreign Used,Automatic,
305,Toyota,Passo,2012,Brown,580000,Kenyan Used,Automatic,
306,Toyota,Premio,2010,White,1150000,Kenyan Used,Automatic,179000.0
307,Nissan,Note,2017,Brown,899000,Foreign Used,Automatic,
308,Volkswagen,Golf,1989,Red,145000,Kenyan Used,Manual,
309,Volkswagen,Golf,2008,Black,1030000,Kenyan Used,Automatic,184000.0
310,Peugeot,406,2002,Green,305000,Kenyan Used,Manual,215000.0
311,Toyota,Land,2008,Silver,2500000,Kenyan Used,Automatic,
312,Mazda,Demio,2013,White,650000,Kenyan Used,Automatic,108963.0
313,Isuzu,D-MAX,2014,Brown,1600000,Kenyan Used,Manual,154000.0
314,Toyota,Corolla,2014,White,1150000,Foreign Used,Automatic,98547.0
315,Volkswagen,Tiguan,2011,Black,1780000,Kenyan Used,Automatic,112025.0
316,Nissan,Serena,2017,Burgundy,1700000,Foreign Used,Automatic,57800.0
317,Toyota,Corolla,2011,Red,1050000,Kenyan Used,Automatic,112002.0
318,Daihatsu,Move,2016,Black,845000,Foreign Used,Automatic,74507.0
319,Toyota,Passo,2016,Silver,1030000,Foreign Used,Automatic,103000.0
320,Toyota,Vitz,2011,Black,650000,Kenyan Used,Automatic,
321,Mitsubishi,RVR,2017,Black,2400000,Foreign Used,Automatic,63871.0
322,Toyota,Hilux,2009,Ivory,1380000,Kenyan Used,Manual,
323,BMW,X1,2016,White,3250000,Foreign Used,Automatic,60000.0
324,Mercedes-Benz,E350,2011,White,2700000,Kenyan Used,Automatic,120000.0
325,Mitsubishi,Mirage,2016,Gray,950000,Foreign Used,Automatic,58659.0
326,Audi,A3,2016,Pearl,1900000,Foreign Used,Automatic,73077.0
327,Suzuki,Hustler,2016,Yellow,850000,Foreign Used,Automatic,61457.0
328,Suzuki,Swift,2017,Red,1220000,Foreign Used,Automatic,43227.0
329,Mazda,CX-5,2017,Blue,3300000,Foreign Used,Automatic,60758.0
330,Honda,Jade,nan,white,1650000,Foreign Used,Automatic,57546.0
331,Toyota,Auris,2016,Teal,1600000,Foreign Used,Automatic,
332,Volkswagen,Tiguan,2016,Pearl,3700000,Foreign Used,Automatic,60317.0
333,Toyota,Mark,nan,white,2200000,Foreign Used,Automatic,54883.0
335,Suzuki,Wagon,2016,Pearl,800000,Foreign Used,Automatic,75461.0
336,Audi,A4,2016,Pearl,2700000,Foreign Used,Automatic,90653.0
337,Volkswagen,Up,2016,Black,900000,Foreign Used,Automatic,56798.0
338,Honda,Vezel,2016,Purple,2400000,Foreign Used,Automatic,67541.0
339,Honda,Shuttle,2016,Silver,1700000,Foreign Used,Automatic,75415.0
340,Toyota,Harrier,2017,Black,3800000,Foreign Used,Automatic,54657.0
341,Subaru,XV,2016,Burgundy,21000000,Foreign Used,Automatic,74145.0
342,Volkswagen,Touran,2016,White,1700000,Foreign Used,Automatic,70569.0
343,Honda,Jade,2016,White,1680000,Foreign Used,Automatic,60875.0
344,Toyota,Allion,nan,Black,2200000,Foreign Used,Automatic,70541.0
345,Toyota,RAV4,2016,Brown,4600000,Foreign Used,Automatic,62000.0
346,Land,Rover,2014,Gray,8300000,Kenyan Used,Automatic,108000.0
347,Peugeot,208,2016,White,1390000,Foreign Used,Automatic,25000.0
348,Audi,Q3,2016,Pearl,3000000,Foreign Used,Automatic,37727.0
349,Mercedes-Benz,GLE-Class,2016,Blue,8000000,Foreign Used,Automatic,56945.0
350,Subaru,Impreza,nan,white,1550000,Foreign Used,Automatic,90565.0
351,Mercedes-Benz,GLA,2016,Brown,3500000,Foreign Used,Automatic,85003.0
352,Volkswagen,Golf,nan,white,1600000,Foreign Used,Automatic,70486.0
353,Volkswagen,Golf,2016,Red,1600000,Foreign Used,Automatic,71452.0
354,Subaru,XV,2016,Burgundy,2150000,Foreign Used,Automatic,75468.0
355,Lexus,IS,2016,White,3200000,Foreign Used,Automatic,76387.0
356,Volkswagen,Passat,2016,Brown,1950000,Foreign Used,Automatic,56754.0
357,Nissan,Elgrand,nan,Black,2000000,Foreign Used,Automatic,67578.0
358,Mercedes-Benz,C200,2016,Teal,3300000,Foreign Used,Automatic,27153.0
359,Mazda,Atenza,2016,Pearl,1950000,Foreign Used,Automatic,65784.0
360,Toyota,C-HR,2017,Black,3400000,Foreign Used,Automatic,97574.0
361,Toyota,Land,nan,white,6500000,Foreign Used,Automatic,85769.0
362,Mazda,Axela,nan,white,1600000,Foreign Used,Automatic,70546.0
363,Volkswagen,Tiguan,2017,Ivory,3750000,Foreign Used,Automatic,62465.0
364,Volkswagen,Golf,2016,Blue,1650000,Foreign Used,Automatic,86375.0
365,Nissan,Skyline,2016,White,2100000,Foreign Used,Automatic,90474.0
366,Toyota,RAV4,2019,Black,6500000,Foreign Used,Automatic,57057.0
367,Lexus,NX,2016,White,4900000,Foreign Used,Automatic,61546.0
368,Audi,Q3,2014,White,2580000,Kenyan Used,Automatic,124000.0
369,BMW,X5,2015,Black,5500000,Foreign Used,Automatic,65000.0
370,Mazda,CX-3,2016,Gray,1980000,Foreign Used,Automatic,83000.0
371,Toyota,Axio,2016,Blue,1400000,Foreign Used,Automatic,42000.0
372,Toyota,Auris,2016,Pearl,1580000,Foreign Used,Automatic,17250.0
373,Audi,Q5,2016,Pearl,4350000,Foreign Used,Automatic,84305.0
374,Mazda,Demio,2016,Blue,1200000,Foreign Used,Automatic,75846.0
375,Nissan,Teana,2016,White,1700000,Foreign Used,Automatic,57742.0
376,Mazda,CX-5,2016,Beige,2400000,Foreign Used,Automatic,70546.0
377,Mazda,Axela,2016,Black,1650000,Foreign Used,Automatic,58754.0
378,Toyota,Aqua,nan,Black,1150000,Foreign Used,Automatic,54669.0
379,Subaru,Impreza,2017,Teal,1700000,Foreign Used,Automatic,59675.0
380,Toyota,Auris,2016,Pearl,1600000,Foreign Used,Automatic,54711.0
381,Toyota,Land,2018,Red,7000000,Foreign Used,Automatic,56978.0
382,Suzuki,Hustler,2016,Yellow,800000,Foreign Used,Automatic,61296.0
383,Volkswagen,Tiguan,2016,Black,2600000,Foreign Used,Automatic,90179.0
384,Jeep,Compass,2016,Black,2200000,Foreign Used,Automatic,
385,Mazda,CX-5,2016,Black,2380000,Foreign Used,Automatic,50645.0
386,Mazda,Axela,nan,Black,1950000,Foreign Used,Automatic,91026.0
387,Toyota,Voxy,2016,Brown,2250000,Foreign Used,Automatic,90644.0
388,Nissan,Note,2017,Gray,1100000,Foreign Used,Automatic,50467.0
389,Toyota,Fortuner,2016,White,5700000,Foreign Used,Automatic,74726.0
390,Subaru,Forester,2016,Blue,3000000,Foreign Used,Automatic,
391,Isuzu,D-Max,2016,White,1750000,Kenyan Used,Manual,1048961.0
392,Isuzu,D-MAX,2020,White,2650000,Kenyan Used,Manual,
393,BMW,X3,2016,Black,3950000,Foreign Used,Automatic,105000.0
394,Toyota,Harrier,2016,Pearl,3800000,Foreign Used,Automatic,90755.0
395,Nissan,X-Trail,nan,white,2400000,Foreign Used,Automatic,50466.0
396,Nissan,Note,2017,Brown,1100000,Foreign Used,Automatic,67546.0
397,Mazda,Atenza,2016,White,1900000,Foreign Used,Automatic,50456.0
398,Nissan,Cube,2016,White,800000,Foreign Used,Automatic,
399,Volkswagen,Tiguan,2017,Brown,3700000,Foreign Used,Automatic,58764.0
400,Suzuki,Wagon,2016,Teal,830000,Foreign Used,Automatic,96000.0
401,Toyota,Vitz,2013,Beige,650000,Kenyan Used,Automatic,
402,Toyota,Harrier,2016,Purple,3800000,Foreign Used,Automatic,89327.0
403,Subaru,Impreza,2010,Silver,830000,Kenyan Used,Automatic,77243.0
404,Subaru,Forester,2007,Black,795000,Kenyan Used,Automatic,166853.0
405,Mazda,Atenza,2016,Red,2300000,Foreign Used,Automatic,72000.0
406,Mazda,Demio,2012,Blue,620000,Kenyan Used,Automatic,
407,Toyota,Belta,2008,Silver,540000,Kenyan Used,Automatic,146589.0
408,Toyota,Axio,2011,White,770000,Kenyan Used,Automatic,153523.0
409,Toyota,Axio,2011,White,850000,Kenyan Used,Automatic,138011.0
410,Toyota,RAV4,2007,Blue,1290000,Kenyan Used,Automatic,140119.0
411,Subaru,Forester,2010,Red,1200000,Kenyan Used,Automatic,132000.0
412,Toyota,RAV4,2006,Gold,990000,Kenyan Used,Automatic,168000.0
413,Audi,Q5,2016,White,4249999,Foreign Used,Automatic,
414,Land,Rover,2015,Blue,7800000,Foreign Used,Automatic,121000.0
415,Mercedes-Benz,C180,2013,White,2350000,Kenyan Used,Automatic,65000.0
416,Mercedes-Benz,CLS,2012,White,3480000,Kenyan Used,Automatic,62000.0
417,Toyota,Probox,2012,White,780000,Kenyan Used,Automatic,
418,Toyota,Land,2011,Black,3100000,Kenyan Used,Automatic,
419,Nissan,Dualis,2010,Silver,1080000,Kenyan Used,Automatic,138528.0
420,Subaru,Forester,2011,Black,1350000,Kenyan Used,Automatic,150000.0
421,Toyota,Hilux,2012,White,1920000,Kenyan Used,Manual,138523.0
422,Volkswagen,Touareg,2006,White,979999,Kenyan Used,Automatic,
423,Volkswagen,Golf,2004,Silver,445000,Kenyan Used,Manual,
424,New,Toyota,2022,Black,26000000,Brand New,Automatic,6.0
425,Toyota,Land,2007,White,2200000,Kenyan Used,Automatic,139852.0
426,Mercedes-Benz,E250,2014,Silver,2500000,Kenyan Used,Automatic,
427,Nissan,Fuga,2017,Silver,2300000,Foreign Used,Automatic,
428,Toyota,Hilux,2013,White,1999000,Kenyan Used,Manual,140000.0
429,Toyota,Harrier,2016,Black,3850000,Foreign Used,Automatic,
430,Toyota,Voxy,2012,Silver,1300000,Kenyan Used,Automatic,164000.0
431,Mazda,Demio,2012,Blue,610000,Kenyan Used,Automatic,119001.0
432,Toyota,Hilux,2010,Silver,1580000,Kenyan Used,Manual,142257.0
433,Mazda,Demio,2012,Blue,620000,Kenyan Used,Automatic,
434,BMW,116i,2008,Gray,795000,Kenyan Used,Automatic,115000.0
435,Toyota,Corolla,2006,Silver,765000,Kenyan Used,Automatic,186194.0
436,Toyota,Noah,2011,Silver,1170000,Kenyan Used,Automatic,
437,Volkswagen,Golf,2016,White,1850000,Foreign Used,Automatic,108000.0
438,Toyota,Corolla,2016,White,1650000,Foreign Used,Automatic,132000.0
439,Nissan,X-Trail,2016,Black,2480000,Foreign Used,Automatic,87000.0
440,Toyota,Hilux,2008,Silver,2090000,Kenyan Used,Automatic,
441,Mazda,Demio,2016,White,1099999,Foreign Used,Automatic,
442,Toyota,Hilux,2014,Beige,1590000,Kenyan Used,Manual,170000.0
443,Toyota,Hilux,2012,Silver,2190000,Kenyan Used,Manual,124085.0
444,Toyota,Hilux,2013,Silver,2700000,Kenyan Used,Manual,109986.0
445,Toyota,Voxy,2010,Silver,1035000,Kenyan Used,Automatic,
446,Toyota,Corolla,2000,Black,380000,Kenyan Used,Automatic,
447,Toyota,Harrier,2015,Black,3150000,Kenyan Used,Automatic,100000.0
448,Volkswagen,Tiguan,2017,White,4250000,Foreign Used,Automatic,50000.0
449,Toyota,Vitz,2006,Silver,470000,Foreign Used,AMT,114554.0
450,Subaru,XV,2016,Black,2300000,Foreign Used,Automatic,
451,Toyota,Hilux,2011,Silver,2190000,Kenyan Used,Manual,
452,Mazda,CX-5,2017,Blue,3090000,Foreign Used,Automatic,
453,Suzuki,Alto,2016,Blue,750000,Foreign Used,Automatic,
454,Toyota,Rush,2009,Silver,1200000,Kenyan Used,Automatic,
455,Toyota,Hilux,2012,White,1920000,Kenyan Used,Manual,
456,Toyota,Rush,2009,Silver,1200000,Kenyan Used,Automatic,139852.0
457,Nissan,March,2015,Silver,930000,Foreign Used,Automatic,
458,Subaru,Forester,2016,White,2800000,Foreign Used,Automatic,65402.0
459,Toyota,Wish,2004,Silver,560000,Kenyan Used,Automatic,165000.0
460,Volkswagen,Beetle,2016,Purple,1800000,Foreign Used,Automatic,90000.0
461,Mercedes-Benz,G-Class,2015,Black,11000000,Foreign Used,Automatic,65000.0
462,Mercedes-Benz,C200,2014,Silver,2350000,Kenyan Used,Automatic,85000.0
463,Subaru,Forester,2016,Black,2950000,Foreign Used,Automatic,42507.0
464,Toyota,Land,2006,Black,1780000,Kenyan Used,Automatic,137542.0
465,Toyota,Voxy,2010,Silver,1080000,Kenyan Used,Automatic,142033.0
466,Toyota,Hilux,2012,Silver,2190000,Kenyan Used,Manual,154122.0
467,Subaru,Impreza,2015,Blue,1450000,Kenyan Used,Automatic,
468,Toyota,Hilux,2011,Silver,1850000,Kenyan Used,Manual,146885.0
469,Nissan,Latio,2015,White,1150000,Kenyan Used,Automatic,
470,Toyota,Premio,2004,Silver,780000,Kenyan Used,Automatic,165283.0
